a,sku,a,a,_store,_attribute_set,_type,category_ids,_product_websites,astro_rating,carat_weight,certification,j_colour,colour,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,cut,description,dimensions,dimensions_rounded,dimension_length,dimension_type,dispatch_days,enable_googlecheckout,gallery,gemstone,gem_composition,gem_optical_properties,gem_trade_name_config,gem_variety_config,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,metal,metal_config,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,origin,origin_region,page_layout,price,price_per_carat,price_suffix,product_type,quality_config_gem,required_options,return_policy,shape,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,treatment,updated_at,url_key,url_path,vendor,vendor_id,visibility,vtiger_id,vtiger_type,weight_carat,weight,weight_config_gem,weight_ratti,weight_ratti_type_price,google_product_taxonomy,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,weight_sort1,google_shopping_image,weight_grams,allow_checkout_discounts,offers,offer_type,name2,description2,gemstone2,name3,google_colour,age_group,gender,unique_product_identifier,j_center_gemstone,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,callfor,cutting_style,gemstone3,round_of_ratti,hsn_code,shipping_days,sku_for_vendor_product,invoice_id,stickers,classification,call_for_price_text,gemstone2_type,price_range,price_per_carat_range,gemstone_benifits_new,approx_weight_range,specific_gravity,refractive_index,catalog_uploaded_by,calibrated_size_range,product_category_type
133137,GP159121,/g/p/gp159121-1-220426.jpg,gp159121-220426.mp4,admin,Gemstones,simple,,base,,4.97,AGR Certified,Red,Red,,,22-Apr-26,,,,,Cabochon,Natural Red Coral weighing 4.97 carat In Triangular shape,11.42x10.80x6.28 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Red Coral,Natural,Not Applicable,Red Coral,,,0,,,,,,Unknown,,,Natural Red Coral - 4.97 Carats (GP159121) from Italy,,,use config,use config,Red Coral - 4.97 Carats,22-Apr-26,,Block after Info Column,Italy,,,11700,2354,,Single Stone,,0,10 Day Money-Back Returns*,Triangular,Natural Red Coral weighing 4.97 carat (5.52 ratti) from Italy,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,red-coral-gp159121,red-coral-gp159121,GP,133137,4,,Products,4.97,0.15,,5.52,5.52,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,497,,0.99,No,Express Dispatch,Loose Gemstone,4.97 ct Red Coral Natural Original Top Quality Lab Certified Gemstone of carat (5.52 ratti),"Buy Natural Red Coral - Italy (Triangular) 4.97 for sale online, weighing carats (roughly 5.52 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (4.97 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Red Coral - Italy (Triangular),4.97 ct Certified Red Coral - Unheated and Untreated Natural Top Quality Gemstone weighing carat (5.52 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Cabochon,Red Coral - Italy (Triangular)-Cabochon-Non Calibrated,5.5,96019040,0,GP159121,5843a,,Red Coral,,1 - Precious,11500,2000,provides balance and stability,4.75,2.7,1.550 Spot,Umesh,,MP
133139,GP159122,/g/p/gp159122-1-220426.jpg,gp159122-220426.mp4,admin,Gemstones,simple,,base,,5.68,AGR Certified,Red,Red,,,22-Apr-26,,,,,Cabochon,Natural Red Coral weighing 5.68 carat In Triangular shape,12.42x11.48x6.43 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Red Coral,Natural,Not Applicable,Red Coral,,,0,,,,,,Unknown,,,Natural Red Coral - 5.68 Carats (GP159122) from Italy,,,use config,use config,Red Coral - 5.68 Carats,22-Apr-26,,Block after Info Column,Italy,,,13800,2430,,Single Stone,,0,10 Day Money-Back Returns*,Triangular,Natural Red Coral weighing 5.68 carat (6.31 ratti) from Italy,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,red-coral-gp159122,red-coral-gp159122,GP,133139,4,,Products,5.68,0.15,,6.31,6.31,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,568,,1.14,No,Express Dispatch,Loose Gemstone,5.68 ct Red Coral Natural Original Top Quality Lab Certified Gemstone of carat (6.31 ratti),"Buy Natural Red Coral - Italy (Triangular) 5.68 for sale online, weighing carats (roughly 6.31 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (5.68 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Red Coral - Italy (Triangular),5.68 ct Certified Red Coral - Unheated and Untreated Natural Top Quality Gemstone weighing carat (6.31 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Cabochon,Red Coral - Italy (Triangular)-Cabochon-Non Calibrated,6.25,96019040,0,GP159122,5843a,,Red Coral,,1 - Precious,13500,2000,provides balance and stability,5.5,2.7,1.550 Spot,Umesh,,MP
133140,GP159123,/g/p/gp159123-1-220426.jpg,gp159123-220426.mp4,admin,Gemstones,simple,,base,,5.87,AGR Certified,Red,Red,,,22-Apr-26,,,,,Cabochon,Natural Red Coral weighing 5.87 carat In Triangular shape,13.43x11.78x6.21 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Red Coral,Natural,Not Applicable,Red Coral,,,0,,,,,,Unknown,,,Natural Red Coral - 5.87 Carats (GP159123) from Italy,,,use config,use config,Red Coral - 5.87 Carats,22-Apr-26,,Block after Info Column,Italy,,,12900,2198,,Single Stone,,0,10 Day Money-Back Returns*,Triangular,Natural Red Coral weighing 5.87 carat (6.52 ratti) from Italy,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,red-coral-gp159123,red-coral-gp159123,GP,133140,4,,Products,5.87,0.15,,6.52,6.52,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,587,,1.17,No,Express Dispatch,Loose Gemstone,5.87 ct Red Coral Natural Original Top Quality Lab Certified Gemstone of carat (6.52 ratti),"Buy Natural Red Coral - Italy (Triangular) 5.87 for sale online, weighing carats (roughly 6.52 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (5.87 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Red Coral - Italy (Triangular),5.87 ct Certified Red Coral - Unheated and Untreated Natural Top Quality Gemstone weighing carat (6.52 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Cabochon,Red Coral - Italy (Triangular)-Cabochon-Non Calibrated,6.5,96019040,0,GP159123,5843a,,Red Coral,,3 - Semi-Precious,12500,2000,,5.75,2.7,1.550 Spot,Umesh,,MP
133141,GP159124,/g/p/gp159124-1-220426.jpg,gp159124-220426.mp4,admin,Gemstones,simple,,base,,5.52,AGR Certified,Red,Red,,,22-Apr-26,,,,,Cabochon,Natural Red Coral weighing 5.52 carat In Triangular shape,13.99x10.97x5.65 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Red Coral,Natural,Not Applicable,Red Coral,,,0,,,,,,Unknown,,,Natural Red Coral - 5.52 Carats (GP159124) from Italy,,,use config,use config,Red Coral - 5.52 Carats,22-Apr-26,,Block after Info Column,Italy,,,12200,2210,,Single Stone,,0,10 Day Money-Back Returns*,Triangular,Natural Red Coral weighing 5.52 carat (6.13 ratti) from Italy,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,red-coral-gp159124,red-coral-gp159124,GP,133141,4,,Products,5.52,0.15,,6.13,6.13,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,552,,1.1,No,Express Dispatch,Loose Gemstone,5.52 ct Red Coral Natural Original Top Quality Lab Certified Gemstone of carat (6.13 ratti),"Buy Natural Red Coral - Italy (Triangular) 5.52 for sale online, weighing carats (roughly 6.13 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (5.52 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Red Coral - Italy (Triangular),5.52 ct Certified Red Coral - Unheated and Untreated Natural Top Quality Gemstone weighing carat (6.13 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Cabochon,Red Coral - Italy (Triangular)-Cabochon-Non Calibrated,6,96019040,0,GP159124,5843a,,Red Coral,,3 - Semi-Precious,12000,2000,,5.5,2.7,1.550 Spot,Umesh,,MP
133142,GP159125,/g/p/gp159125-1-220426.jpg,gp159125-220426.mp4,admin,Gemstones,simple,,base,,5.89,AGR Certified,Red,Red,,,22-Apr-26,,,,,Cabochon,Natural Red Coral weighing 5.89 carat In Triangular shape,13.13x11.47x6.26 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Red Coral,Natural,Not Applicable,Red Coral,,,0,,,,,,Unknown,,,Natural Red Coral - 5.89 Carats (GP159125) from Italy,,,use config,use config,Red Coral - 5.89 Carats,22-Apr-26,,Block after Info Column,Italy,,,13000,2207,,Single Stone,,0,10 Day Money-Back Returns*,Triangular,Natural Red Coral weighing 5.89 carat (6.54 ratti) from Italy,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,red-coral-gp159125,red-coral-gp159125,GP,133142,4,,Products,5.89,0.15,,6.54,6.54,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,589,,1.18,No,Express Dispatch,Loose Gemstone,5.89 ct Red Coral Natural Original Top Quality Lab Certified Gemstone of carat (6.54 ratti),"Buy Natural Red Coral - Italy (Triangular) 5.89 for sale online, weighing carats (roughly 6.54 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (5.89 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Red Coral - Italy (Triangular),5.89 ct Certified Red Coral - Unheated and Untreated Natural Top Quality Gemstone weighing carat (6.54 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Cabochon,Red Coral - Italy (Triangular)-Cabochon-Non Calibrated,6.5,96019040,0,GP159125,5843a,,Red Coral,,3 - Semi-Precious,13000,2000,,5.75,2.7,1.550 Spot,Umesh,,MP
133143,GP159126,/g/p/gp159126-1-220426.jpg,gp159126-220426.mp4,admin,Gemstones,simple,,base,,5.02,AGR Certified,Red,Red,,,22-Apr-26,,,,,Cabochon,Natural Red Coral weighing 5.02 carat In Triangular shape,11.02x10.40x6.82 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Red Coral,Natural,Not Applicable,Red Coral,,,0,,,,,,Unknown,,,Natural Red Coral - 5.02 Carats (GP159126) from Italy,,,use config,use config,Red Coral - 5.02 Carats,22-Apr-26,,Block after Info Column,Italy,,,11800,2351,,Single Stone,,0,10 Day Money-Back Returns*,Triangular,Natural Red Coral weighing 5.02 carat (5.58 ratti) from Italy,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,red-coral-gp159126,red-coral-gp159126,GP,133143,4,,Products,5.02,0.15,,5.58,5.58,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,502,,1,No,Express Dispatch,Loose Gemstone,5.02 ct Red Coral Natural Original Top Quality Lab Certified Gemstone of carat (5.58 ratti),"Buy Natural Red Coral - Italy (Triangular) 5.02 for sale online, weighing carats (roughly 5.58 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (5.02 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Red Coral - Italy (Triangular),5.02 ct Certified Red Coral - Unheated and Untreated Natural Top Quality Gemstone weighing carat (5.58 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Cabochon,Red Coral - Italy (Triangular)-Cabochon-Non Calibrated,5.5,96019040,0,GP159126,5843a,,Red Coral,,3 - Semi-Precious,11500,2000,,5,2.7,1.550 Spot,Umesh,,MP
133145,GP159127,/g/p/gp159127-1-220426.jpg,gp159127-220426.mp4,admin,Gemstones,simple,,base,,5.74,AGR Certified,Red,Red,,,22-Apr-26,,,,,Cabochon,Natural Red Coral weighing 5.74 carat In Triangular shape,12.48x11.00x6.99 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Red Coral,Natural,Not Applicable,Red Coral,,,0,,,,,,Unknown,,,Natural Red Coral - 5.74 Carats (GP159127) from Italy,,,use config,use config,Red Coral - 5.74 Carats,22-Apr-26,,Block after Info Column,Italy,,,12700,2213,,Single Stone,,0,10 Day Money-Back Returns*,Triangular,Natural Red Coral weighing 5.74 carat (6.38 ratti) from Italy,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,red-coral-gp159127,red-coral-gp159127,GP,133145,4,,Products,5.74,0.15,,6.38,6.38,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,574,,1.15,No,Express Dispatch,Loose Gemstone,5.74 ct Red Coral Natural Original Top Quality Lab Certified Gemstone of carat (6.38 ratti),"Buy Natural Red Coral - Italy (Triangular) 5.74 for sale online, weighing carats (roughly 6.38 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (5.74 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Red Coral - Italy (Triangular),5.74 ct Certified Red Coral - Unheated and Untreated Natural Top Quality Gemstone weighing carat (6.38 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Cabochon,Red Coral - Italy (Triangular)-Cabochon-Non Calibrated,6.25,96019040,0,GP159127,5843a,,Red Coral,,3 - Semi-Precious,12500,2000,,5.5,2.7,1.550 Spot,Umesh,,MP
133146,GP159128,/g/p/gp159128-1-220426.jpg,gp159128-220426.mp4,admin,Gemstones,simple,,base,,5.43,AGR Certified,Red,Red,,,22-Apr-26,,,,,Cabochon,Natural Red Coral weighing 5.43 carat In Triangular shape,13.13x10.40x6.71 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Red Coral,Natural,Not Applicable,Red Coral,,,0,,,,,,Unknown,,,Natural Red Coral - 5.43 Carats (GP159128) from Italy,,,use config,use config,Red Coral - 5.43 Carats,22-Apr-26,,Block after Info Column,Italy,,,12000,2210,,Single Stone,,0,10 Day Money-Back Returns*,Triangular,Natural Red Coral weighing 5.43 carat (6.03 ratti) from Italy,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,red-coral-gp159128,red-coral-gp159128,GP,133146,4,,Products,5.43,0.15,,6.03,6.03,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,543,,1.09,No,Express Dispatch,Loose Gemstone,5.43 ct Red Coral Natural Original Top Quality Lab Certified Gemstone of carat (6.03 ratti),"Buy Natural Red Coral - Italy (Triangular) 5.43 for sale online, weighing carats (roughly 6.03 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (5.43 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Red Coral - Italy (Triangular),5.43 ct Certified Red Coral - Unheated and Untreated Natural Top Quality Gemstone weighing carat (6.03 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Cabochon,Red Coral - Italy (Triangular)-Cabochon-Non Calibrated,6,96019040,0,GP159128,5843a,,Red Coral,,3 - Semi-Precious,12000,2000,,5.25,2.7,1.550 Spot,Umesh,,MP
133147,GP159129,/g/p/gp159129-1-220426.jpg,gp159129-220426.mp4,admin,Gemstones,simple,,base,,5.5,AGR Certified,Red,Red,,,22-Apr-26,,,,,Cabochon,Natural Red Coral weighing 5.50 carat In Triangular shape,12.74x10.98x6.62 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Red Coral,Natural,Not Applicable,Red Coral,,,0,,,,,,Unknown,,,Natural Red Coral - 5.50 Carats (GP159129) from Italy,,,use config,use config,Red Coral - 5.50 Carats,22-Apr-26,,Block after Info Column,Italy,,,12100,2200,,Single Stone,,0,10 Day Money-Back Returns*,Triangular,Natural Red Coral weighing 5.50 carat (6.11 ratti) from Italy,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,red-coral-gp159129,red-coral-gp159129,GP,133147,4,,Products,5.5,0.15,,6.11,6.11,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,550,,1.1,No,Express Dispatch,Loose Gemstone,5.50 ct Red Coral Natural Original Top Quality Lab Certified Gemstone of carat (6.11 ratti),"Buy Natural Red Coral - Italy (Triangular) 5.50 for sale online, weighing carats (roughly 6.11 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (5.50 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Red Coral - Italy (Triangular),5.50 ct Certified Red Coral - Unheated and Untreated Natural Top Quality Gemstone weighing carat (6.11 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Cabochon,Red Coral - Italy (Triangular)-Cabochon-Non Calibrated,6,96019040,0,GP159129,5843a,,Red Coral,,3 - Semi-Precious,12000,2000,"Deaddiction, Remove Negativity",5.5,2.7,1.550 Spot,Umesh,,MP
133148,GP159130,/g/p/gp159130-1-220426.jpg,gp159130-220426.mp4,admin,Gemstones,simple,,base,,5.75,AGR Certified,Red,Red,,,22-Apr-26,,,,,Cabochon,Natural Red Coral weighing 5.75 carat In Triangular shape,13.61x12.35x6.00 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Red Coral,Natural,Not Applicable,Red Coral,,,0,,,,,,Unknown,,,Natural Red Coral - 5.75 Carats (GP159130) from Italy,,,use config,use config,Red Coral - 5.75 Carats,22-Apr-26,,Block after Info Column,Italy,,,12700,2209,,Single Stone,,0,10 Day Money-Back Returns*,Triangular,Natural Red Coral weighing 5.75 carat (6.39 ratti) from Italy,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,red-coral-gp159130,red-coral-gp159130,GP,133148,4,,Products,5.75,0.15,,6.39,6.39,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,575,,1.15,No,Express Dispatch,Loose Gemstone,5.75 ct Red Coral Natural Original Top Quality Lab Certified Gemstone of carat (6.39 ratti),"Buy Natural Red Coral - Italy (Triangular) 5.75 for sale online, weighing carats (roughly 6.39 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (5.75 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Red Coral - Italy (Triangular),5.75 ct Certified Red Coral - Unheated and Untreated Natural Top Quality Gemstone weighing carat (6.39 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Cabochon,Red Coral - Italy (Triangular)-Cabochon-Non Calibrated,6.25,96019040,0,GP159130,5843a,,Red Coral,,3 - Semi-Precious,12500,2000,"Deaddiction, Remove Negativity",5.75,2.7,1.550 Spot,Umesh,,MP
133149,GP159131,/g/p/gp159131-1-220426.jpg,gp159131-220426.mp4,admin,Gemstones,simple,,base,,5.87,AGR Certified,Red,Red,,,22-Apr-26,,,,,Cabochon,Natural Red Coral weighing 5.87 carat In Triangular shape,11.93x11.50x6.59 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Red Coral,Natural,Not Applicable,Red Coral,,,0,,,,,,Unknown,,,Natural Red Coral - 5.87 Carats (GP159131) from Italy,,,use config,use config,Red Coral - 5.87 Carats,22-Apr-26,,Block after Info Column,Italy,,,12900,2198,,Single Stone,,0,10 Day Money-Back Returns*,Triangular,Natural Red Coral weighing 5.87 carat (6.52 ratti) from Italy,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,red-coral-gp159131,red-coral-gp159131,GP,133149,4,,Products,5.87,0.15,,6.52,6.52,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,587,,1.17,No,Express Dispatch,Loose Gemstone,5.87 ct Red Coral Natural Original Top Quality Lab Certified Gemstone of carat (6.52 ratti),"Buy Natural Red Coral - Italy (Triangular) 5.87 for sale online, weighing carats (roughly 6.52 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (5.87 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Red Coral - Italy (Triangular),5.87 ct Certified Red Coral - Unheated and Untreated Natural Top Quality Gemstone weighing carat (6.52 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Cabochon,Red Coral - Italy (Triangular)-Cabochon-Non Calibrated,6.5,96019040,0,GP159131,5843a,,Red Coral,,3 - Semi-Precious,12500,2000,"Deaddiction, Remove Negativity",5.75,2.7,1.550 Spot,Umesh,,MP
133150,GP159132,/g/p/gp159132-1-220426.jpg,gp159132-220426.mp4,admin,Gemstones,simple,,base,,5.44,AGR Certified,Red,Red,,,22-Apr-26,,,,,Cabochon,Natural Red Coral weighing 5.44 carat In Triangular shape,12.37x11.68x6.48 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Red Coral,Natural,Not Applicable,Red Coral,,,0,,,,,,Unknown,,,Natural Red Coral - 5.44 Carats (GP159132) from Italy,,,use config,use config,Red Coral - 5.44 Carats,22-Apr-26,,Block after Info Column,Italy,,,12000,2206,,Single Stone,,0,10 Day Money-Back Returns*,Triangular,Natural Red Coral weighing 5.44 carat (6.04 ratti) from Italy,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,red-coral-gp159132,red-coral-gp159132,GP,133150,4,,Products,5.44,0.15,,6.04,6.04,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,544,,1.09,No,Express Dispatch,Loose Gemstone,5.44 ct Red Coral Natural Original Top Quality Lab Certified Gemstone of carat (6.04 ratti),"Buy Natural Red Coral - Italy (Triangular) 5.44 for sale online, weighing carats (roughly 6.04 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (5.44 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Red Coral - Italy (Triangular),5.44 ct Certified Red Coral - Unheated and Untreated Natural Top Quality Gemstone weighing carat (6.04 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Cabochon,Red Coral - Italy (Triangular)-Cabochon-Non Calibrated,6,96019040,0,GP159132,5843a,,Red Coral,,3 - Semi-Precious,12000,2000,"Deaddiction, Remove Negativity",5.25,2.7,1.550 Spot,Umesh,,MP
133151,GP159133,/g/p/gp159133-1-220426.jpg,gp159133-220426.mp4,admin,Gemstones,simple,,base,,5.52,AGR Certified,Red,Red,,,22-Apr-26,,,,,Cabochon,Natural Red Coral weighing 5.52 carat In Triangular shape,11.49x10.73x6.92 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Red Coral,Natural,Not Applicable,Red Coral,,,0,,,,,,Unknown,,,Natural Red Coral - 5.52 Carats (GP159133) from Italy,,,use config,use config,Red Coral - 5.52 Carats,22-Apr-26,,Block after Info Column,Italy,,,12200,2210,,Single Stone,,0,10 Day Money-Back Returns*,Triangular,Natural Red Coral weighing 5.52 carat (6.13 ratti) from Italy,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,red-coral-gp159133,red-coral-gp159133,GP,133151,4,,Products,5.52,0.15,,6.13,6.13,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,552,,1.1,No,Express Dispatch,Loose Gemstone,5.52 ct Red Coral Natural Original Top Quality Lab Certified Gemstone of carat (6.13 ratti),"Buy Natural Red Coral - Italy (Triangular) 5.52 for sale online, weighing carats (roughly 6.13 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (5.52 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Red Coral - Italy (Triangular),5.52 ct Certified Red Coral - Unheated and Untreated Natural Top Quality Gemstone weighing carat (6.13 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Cabochon,Red Coral - Italy (Triangular)-Cabochon-Non Calibrated,6,96019040,0,GP159133,5843a,,Red Coral,,3 - Semi-Precious,12000,2000,"Deaddiction, Remove Negativity",5.5,2.7,1.550 Spot,Umesh,,MP
